batch,sim_time,compute_time
2,0.8000000000000006,299.7965054512024
2,0.9000000000000007,304.22208547592163
2,1.0000000000000007,308.63950514793396
2,1.0999999999999897,313.05370140075684
2,1.1999999999999786,317.49398016929626
2,1.2999999999999676,321.93027567863464
2,1.3999999999999566,326.3288245201111
2,1.4999999999999456,330.77866435050964
2,1.5999999999999346,335.2049922943115
2,1.6999999999999236,339.60956048965454
2,1.7999999999999126,344.03369188308716
2,1.8999999999999015,348.47768115997314
2,1.9999999999998905,352.8834273815155
2,2.0999999999998797,357.3047471046448
2,2.1999999999998687,361.71047616004944
2,2.2999999999998577,366.1262423992157
2,2.3999999999998467,370.5821466445923
2,2.4999999999998357,374.9737057685852
2,2.5999999999998247,379.35779094696045
2,2.6999999999998137,383.7956123352051
2,2.7999999999998026,388.23848056793213
2,2.8999999999997916,392.68256664276123
2,2.9999999999997806,397.0181267261505
3,0.10000000000000007,401.56091141700745
3,0.20000000000000015,405.8659543991089
3,0.3000000000000002,410.1883099079132
3,0.4000000000000003,414.5042381286621
3,0.5000000000000003,418.84188413619995
3,0.6000000000000004,423.1677987575531
3,0.7000000000000005,427.50357246398926
3,0.8000000000000006,431.8499414920807
3,0.9000000000000007,436.1969177722931
3,1.0000000000000007,440.5368232727051
3,1.0999999999999897,444.92280888557434
3,1.1999999999999786,449.2822895050049
3,1.2999999999999676,453.6188793182373
3,1.3999999999999566,457.99344873428345
3,1.4999999999999456,462.3688278198242
3,1.5999999999999346,466.7027180194855
3,1.6999999999999236,471.04433846473694
3,1.7999999999999126,475.40469789505005
3,1.8999999999999015,479.7343406677246
3,1.9999999999998905,484.07035517692566
3,2.0999999999998797,488.4167492389679
3,2.1999999999998687,492.7681396007538
3,2.2999999999998577,497.1304829120636
3,2.3999999999998467,501.4724462032318
3,2.4999999999998357,505.8625612258911
3,2.5999999999998247,510.2244203090668
3,2.6999999999998137,514.5800065994263
3,2.7999999999998026,518.913566827774
3,2.8999999999997916,523.3000521659851
3,2.9999999999997806,527.6790904998779
4,0.10000000000000007,532.2636528015137
4,0.20000000000000015,536.6038916110992
4,0.3000000000000002,540.9736309051514
4,0.4000000000000003,545.3288850784302
4,0.5000000000000003,549.7092981338501
4,0.6000000000000004,554.0502421855927
4,0.7000000000000005,558.4334843158722
4,0.8000000000000006,562.7683181762695
4,0.9000000000000007,567.2050495147705
4,1.0000000000000007,571.6171383857727
4,1.0999999999999897,576.0453495979309
4,1.1999999999999786,580.4382348060608
4,1.2999999999999676,584.8511645793915
4,1.3999999999999566,589.2678151130676
4,1.4999999999999456,593.670756816864
4,1.5999999999999346,598.0799214839935
4,1.6999999999999236,602.4798903465271
4,1.7999999999999126,606.9018566608429
4,1.8999999999999015,611.3412804603577
4,1.9999999999998905,615.7807517051697
4,2.0999999999998797,620.2160291671753
4,2.1999999999998687,624.6457633972168
4,2.2999999999998577,629.079359292984
4,2.3999999999998467,633.5072104930878
4,2.4999999999998357,637.9210801124573
4,2.5999999999998247,642.36381483078
4,2.6999999999998137,646.7876586914062
4,2.7999999999998026,651.1800439357758
4,2.8999999999997916,655.6118648052216
4,2.9999999999997806,660.0604913234711
5,0.10000000000000007,664.6473627090454
5,0.20000000000000015,669.0089156627655
5,0.3000000000000002,673.4158697128296
5,0.4000000000000003,677.7953095436096
5,0.5000000000000003,682.1637485027313
5,0.6000000000000004,686.5037150382996
5,0.7000000000000005,690.8385307788849
5,0.8000000000000006,695.1754965782166
5,0.9000000000000007,699.5633671283722
5,1.0000000000000007,703.968759059906
5,1.0999999999999897,708.3883371353149
5,1.1999999999999786,712.7530097961426
5,1.2999999999999676,717.1504786014557
5,1.3999999999999566,721.5254354476929
5,1.4999999999999456,725.9422206878662
5,1.5999999999999346,730.3078126907349
5,1.6999999999999236,734.6998474597931
5,1.7999999999999126,739.0536847114563
5,1.8999999999999015,743.4733288288116
5,1.9999999999998905,747.8522408008575
5,2.0999999999998797,752.2272555828094
5,2.1999999999998687,756.594518661499
5,2.2999999999998577,761.0113162994385
5,2.3999999999998467,765.4028868675232
5,2.4999999999998357,769.7878301143646
5,2.5999999999998247,774.1537969112396
5,2.6999999999998137,778.5363428592682
5,2.7999999999998026,782.942754983902
5,2.8999999999997916,787.3322596549988
5,2.9999999999997806,791.7136921882629
6,0.10000000000000007,796.3335564136505
6,0.20000000000000015,800.7504982948303
6,0.3000000000000002,805.1220548152924
6,0.4000000000000003,809.4928369522095
6,0.5000000000000003,813.898010969162
6,0.6000000000000004,818.3017570972443
6,0.7000000000000005,822.7090580463409
6,0.8000000000000006,827.0942990779877
6,0.9000000000000007,831.4988312721252
6,1.0000000000000007,835.8676884174347
6,1.0999999999999897,840.2485029697418
6,1.1999999999999786,844.6257727146149
6,1.2999999999999676,848.9685821533203
6,1.3999999999999566,853.43577003479
6,1.4999999999999456,857.8783013820648
6,1.5999999999999346,862.3213627338409
6,1.6999999999999236,866.6637718677521
6,1.7999999999999126,871.0054821968079
6,1.8999999999999015,875.3551840782166
6,1.9999999999998905,879.7844178676605
6,2.0999999999998797,884.2782182693481
6,2.1999999999998687,888.6794247627258
6,2.2999999999998577,893.0219926834106
6,2.3999999999998467,897.3843567371368
6,2.4999999999998357,901.7571568489075
6,2.5999999999998247,906.1000378131866
6,2.6999999999998137,910.4615664482117
6,2.7999999999998026,914.8078391551971
6,2.8999999999997916,919.1804757118225
6,2.9999999999997806,923.5580289363861
7,0.10000000000000007,928.2027730941772
7,0.20000000000000015,932.6078526973724
7,0.3000000000000002,937.0271508693695
7,0.4000000000000003,941.4352190494537
7,0.5000000000000003,945.8716244697571
7,0.6000000000000004,950.2681136131287
7,0.7000000000000005,954.6862275600433
7,0.8000000000000006,959.0813724994659
7,0.9000000000000007,963.5233771800995
7,1.0000000000000007,967.9569365978241
7,1.0999999999999897,972.4037818908691
7,1.1999999999999786,976.8533580303192
7,1.2999999999999676,981.2734091281891
7,1.3999999999999566,985.6931869983673
7,1.4999999999999456,990.1374711990356
7,1.5999999999999346,994.5506680011749
7,1.6999999999999236,998.9519369602203
7,1.7999999999999126,1003.3939623832703
7,1.8999999999999015,1007.8163964748383
7,1.9999999999998905,1012.2338488101959
7,2.0999999999998797,1016.6380832195282
7,2.1999999999998687,1021.0444526672363
7,2.2999999999998577,1025.4693808555603
7,2.3999999999998467,1029.8748178482056
7,2.4999999999998357,1034.3101184368134
7,2.5999999999998247,1038.7223358154297
7,2.6999999999998137,1043.1585612297058
7,2.7999999999998026,1047.598524093628
7,2.8999999999997916,1052.0348906517029
7,2.9999999999997806,1056.452842950821
